grid_lon,grid_lat,cell_id,noise_mean,noise_median,noise_min,noise_max,noise_std,dominant_vessel_type,vessel_count,center_lon,center_lat
-94.325,28.625,-94.325_28.625,165.37559759239812,172.0823996531185,151.96199347095737,172.0823996531185,11.616521925475345,Tanker,3,-94.3125,28.6375
-94.325,29.1,-94.325_29.1,172.05500718196137,172.05500718196137,172.05500718196137,172.05500718196137,,Tanker,1,-94.3125,29.1125
-94.325,29.525000000000002,-94.325_29.525000000000002,153.4080843060921,153.4080843060921,153.4080843060921,153.4080843060921,,Cargo,1,-94.3125,29.5375
-94.325,29.625,-94.325_29.625,161.16055194976587,161.16055194976587,161.16055194976587,161.16055194976587,,Cargo,1,-94.3125,29.6375
-94.30000000000001,29.1,-94.30000000000001_29.1,160.39620577998267,160.39620577998267,148.29946695941635,172.492944600549,17.10737210053001,Other,2,-94.28750000000001,29.1125
-94.30000000000001,29.625,-94.30000000000001_29.625,161.84701769485093,161.84701769485093,161.84701769485093,161.84701769485093,,Cargo,1,-94.28750000000001,29.6375
-94.275,29.075000000000003,-94.275_29.075000000000003,172.1205613771861,172.1205613771861,172.1205613771861,172.1205613771861,,Tanker,1,-94.2625,29.087500000000002
-94.275,29.525000000000002,-94.275_29.525000000000002,153.4080843060921,153.4080843060921,153.4080843060921,153.4080843060921,,Cargo,1,-94.2625,29.5375
-94.275,29.625,-94.275_29.625,161.41486008820067,161.41486008820067,161.41486008820067,161.41486008820067,,Cargo,1,-94.2625,29.6375
-94.275,29.650000000000002,-94.275_29.650000000000002,160.7886832866603,160.7886832866603,160.7886832866603,160.7886832866603,,Cargo,1,-94.2625,29.6625
-94.25,28.875,-94.25_28.875,172.9699368104196,172.9699368104196,172.9699368104196,172.9699368104196,,Tanker,1,-94.2375,28.8875
-94.25,29.55,-94.25_29.55,146.1214531463285,140.0,140.0,159.77723605288847,8.694860498553185,Other,11,-94.2375,29.5625
-94.25,29.575000000000003,-94.25_29.575000000000003,140.0,140.0,140.0,140.0,,Other,1,-94.2375,29.587500000000002
-94.25,29.650000000000002,-94.25_29.650000000000002,153.19617645120186,152.14746927726924,148.68185861746161,159.80790863280737,5.146354044994256,Other,4,-94.2375,29.6625
-94.22500000000001,29.55,-94.22500000000001_29.55,143.3676665221327,145.05149978319906,140.0,145.05149978319906,2.916484759641315,Passenger,3,-94.2125,29.5625
-94.22500000000001,29.675,-94.22500000000001_29.675,163.8407346121013,163.8407346121013,163.05007834286178,164.63139088134082,1.1181568191338422,Cargo,2,-94.2125,29.6875
-94.2,29.0,-94.2_29.0,180.27103845832866,180.27103845832866,180.27103845832866,180.27103845832866,,Passenger,1,-94.1875,29.0125
-94.2,29.05,-94.2_29.05,172.0614950026864,172.0614950026864,172.0614950026864,172.0614950026864,,Cargo,1,-94.1875,29.0625
-94.2,29.675,-94.2_29.675,165.06862930083022,165.06862930083022,165.06862930083022,165.06862930083022,,Cargo,1,-94.1875,29.6875
-94.17500000000001,28.725,-94.17500000000001_28.725,154.8080672560157,154.8080672560157,154.8080672560157,154.8080672560157,,Tanker,1,-94.16250000000001,28.7375
-94.17500000000001,28.875,-94.17500000000001_28.875,173.3774506987925,173.3774506987925,173.3774506987925,173.3774506987925,,Tanker,1,-94.16250000000001,28.8875
-94.17500000000001,29.05,-94.17500000000001_29.05,170.21138083704037,170.21138083704037,170.21138083704037,170.21138083704037,0.0,Cargo,4,-94.16250000000001,29.0625
-94.17500000000001,29.675,-94.17500000000001_29.675,158.65417188959046,164.9401257503187,146.08226416813395,164.9401257503187,10.887591460815077,Tanker,3,-94.16250000000001,29.6875
-94.15,28.575000000000003,-94.15_28.575000000000003,160.45899905541506,160.45899905541506,160.45899905541506,160.45899905541506,,Tanker,1,-94.1375,28.587500000000002
-94.15,28.85,-94.15_28.85,174.15847407223762,174.15847407223762,174.15847407223762,174.15847407223762,,Tanker,1,-94.1375,28.8625
-94.15,29.675,-94.15_29.675,147.04905155573383,147.04905155573383,147.04905155573383,147.04905155573383,,Other,1,-94.1375,29.6875
-94.15,29.700000000000003,-94.15_29.700000000000003,163.1310387959407,163.1310387959407,161.45661949474203,164.80545809713936,2.3679864848544367,Cargo,2,-94.1375,29.712500000000002
-94.125,29.35,-94.125_29.35,171.32888075381078,171.32888075381078,171.32888075381078,171.32888075381078,,Tanker,1,-94.1125,29.3625
-94.10000000000001,29.725,-94.10000000000001_29.725,152.53931089015688,149.78728177138493,144.98131284151583,162.84933805756992,9.24644956095651,Other,3,-94.0875,29.7375
-94.075,29.375,-94.075_29.375,171.25679826843427,171.25679826843427,171.25679826843427,171.25679826843427,,Tanker,1,-94.0625,29.3875
-94.075,29.75,-94.075_29.75,159.8979476703711,163.14265820656712,150.9267152944533,164.49241368223426,5.770086344576737,Cargo,6,-94.0625,29.7625
-94.025,29.775000000000002,-94.025_29.775000000000002,162.44264143706434,162.64522084658498,161.51748006337345,163.16522340123456,0.8423439557198227,Cargo,3,-94.0125,29.7875
-94.0,28.825000000000003,-94.0_28.825000000000003,175.61091505177615,175.61091505177615,175.61091505177615,175.61091505177615,,Tanker,1,-93.9875,28.837500000000002
-94.0,28.85,-94.0_28.85,174.95491833258504,174.95491833258504,174.95491833258504,174.95491833258504,,Tanker,1,-93.9875,28.8625
-94.0,28.900000000000002,-94.0_28.900000000000002,178.8741428210204,178.8741428210204,178.8741428210204,178.8741428210204,,Passenger,1,-93.9875,28.9125
-94.0,29.075000000000003,-94.0_29.075000000000003,145.4831569852736,145.4831569852736,145.4831569852736,145.4831569852736,,Other,1,-93.9875,29.087500000000002
-94.0,29.125,-94.0_29.125,150.37535000511525,155.56302500767288,140.0,155.56302500767288,8.985316677584812,Other,3,-93.9875,29.1375
-94.0,29.8,-94.0_29.8,152.71352700546532,151.13943352306836,148.11753861055755,163.01247253494466,5.113505618443693,Other,11,-93.9875,29.8125
-94.0,29.825000000000003,-94.0_29.825000000000003,159.5380829549651,160.5850017056045,140.0,168.60697840353612,9.76404817673816,Other,12,-93.9875,29.837500000000002
-93.97500000000001,28.8,-93.97500000000001_28.8,162.14476456075593,162.14476456075593,162.14476456075593,162.14476456075593,,Cargo,1,-93.9625,28.8125
-93.97500000000001,28.825000000000003,-93.97500000000001_28.825000000000003,173.15087654540616,173.15087654540616,172.2081358182568,174.09361727255552,1.3332367221360935,Tanker,2,-93.9625,28.837500000000002
-93.97500000000001,29.625,-93.97500000000001_29.625,140.0,140.0,140.0,140.0,,Other,1,-93.9625,29.6375
-93.97500000000001,29.775000000000002,-93.97500000000001_29.775000000000002,153.44801572430816,153.44801572430816,153.25679826843427,153.63923318018206,0.27042231945934375,Fishing,2,-93.9625,29.7875
-93.97500000000001,29.8,-93.97500000000001_29.8,154.5045200820437,157.24275869600788,140.0,170.8330122870355,8.074315169614191,Other,13,-93.9625,29.8125
-93.97500000000001,29.825000000000003,-93.97500000000001_29.825000000000003,154.5484170168406,153.89075625191822,140.0,170.6245108973043,10.041478202310536,Other,50,-93.9625,29.837500000000002
-93.97500000000001,29.85,-93.97500000000001_29.85,153.22219294733918,153.22219294733918,153.22219294733918,153.22219294733918,0.0,Other,5,-93.9625,29.8625
-93.95,28.85,-93.95_28.85,169.4909253111942,169.4909253111942,169.4909253111942,169.4909253111942,,Cargo,1,-93.9375,28.8625
-93.95,29.85,-93.95_29.85,158.28896781499574,159.85694984053748,148.61727836017593,168.0102999566398,7.497637788675677,Cargo,12,-93.9375,29.8625
-93.95,29.875,-93.95_29.875,151.70050385589641,151.70050385589641,151.70050385589641,151.70050385589641,,Other,1,-93.9375,29.8875
-93.95,29.975,-93.95_29.975,154.0087473761092,154.6213964303094,140.0,171.8738982633873,6.269681185375756,Other,28,-93.9375,29.9875
-93.92500000000001,29.575000000000003,-93.92500000000001_29.575000000000003,153.426815676451,153.06425027550688,142.5587485567249,170.42378598139877,11.006694266345237,Cargo,11,-93.91250000000001,29.587500000000002
-93.92500000000001,29.75,-93.92500000000001_29.75,163.6210491187287,166.67936454957535,149.62397997898955,171.5014873967745,9.622348581503958,Tanker,4,-93.91250000000001,29.7625
-93.92500000000001,29.875,-93.92500000000001_29.875,152.2487163526923,152.42601052738252,145.84512142712953,158.4750171035648,6.3168141588694695,Other,3,-93.91250000000001,29.8875
-93.92500000000001,29.975,-93.92500000000001_29.975,160.09776330328924,158.89879086401237,148.5307844348342,168.7554696139253,8.209261810763898,Tanker,40,-93.91250000000001,29.9875
-93.9,29.725,-93.9_29.725,163.09300313205821,162.63169638694922,159.54242509439325,170.4076634125483,4.059203246789724,Passenger,6,-93.8875,29.7375
-93.9,29.75,-93.9_29.75,158.97940008672037,158.97940008672037,158.97940008672037,158.97940008672037,0.0,Cargo,6,-93.8875,29.7625
-93.9,29.900000000000002,-93.9_29.900000000000002,154.3476180788153,154.3476180788153,145.84512142712953,162.85011473050108,12.024346078845861,Cargo,2,-93.8875,29.9125
-93.9,29.975,-93.9_29.975,162.67553345030817,165.6242205271891,147.81755374652468,169.0060727448258,7.373429069972179,Tanker,18,-93.8875,29.9875
-93.875,28.8,-93.875_28.8,175.50932454119067,175.50932454119067,175.50932454119067,175.50932454119067,,Tanker,1,-93.8625,28.8125
-93.875,28.825000000000003,-93.875_28.825000000000003,172.55773409227345,172.55773409227345,172.55773409227345,172.55773409227345,,Tanker,1,-93.8625,28.837500000000002
-93.875,29.700000000000003,-93.875_29.700000000000003,154.1503614096565,152.78753600952828,140.0,168.15970345456918,7.924280647545298,Other,32,-93.8625,29.712500000000002
-93.875,29.725,-93.875_29.725,157.68521130467488,155.05149978319906,148.12913356642855,172.7275644931721,6.271569144225088,Other,32,-93.8625,29.7375
-93.875,29.925,-93.875_29.925,162.9048292275467,163.10521635855505,151.8864225195989,168.64457989226918,5.288968228175653,Cargo,10,-93.8625,29.9375
-93.875,29.950000000000003,-93.875_29.950000000000003,157.80189504942882,154.47158031342218,140.0,168.8278537031645,8.844239561892918,Other,75,-93.8625,29.962500000000002
-93.85000000000001,29.625,-93.85000000000001_29.625,160.20048760688587,160.20048760688587,159.02420657974085,161.3767686340309,1.6635125817506469,Other,2,-93.8375,29.6375
-93.85000000000001,29.650000000000002,-93.85000000000001_29.650000000000002,165.8526983052599,170.17929065277718,155.84783378996508,171.53097047303746,8.690785065871728,Tanker,3,-93.8375,29.6625
-93.85000000000001,29.675,-93.85000000000001_29.675,152.78753600952828,152.78753600952828,152.78753600952828,152.78753600952828,,Other,1,-93.8375,29.6875
-93.85000000000001,29.700000000000003,-93.85000000000001_29.700000000000003,153.36248247475118,153.0102999566398,153.0102999566398,154.77121254719663,0.7875040509840558,Other,5,-93.8375,29.712500000000002
-93.85000000000001,29.950000000000003,-93.85000000000001_29.950000000000003,163.44462837775015,168.56904851336472,153.97940008672037,168.60697840353612,7.145846055978155,Tanker,9,-93.8375,29.962500000000002
-93.85000000000001,29.975,-93.85000000000001_29.975,157.40029606989057,157.27056577424173,149.9457228622386,165.11432986884023,8.35998363768775,Cargo,4,-93.8375,29.9875
-93.825,29.575000000000003,-93.825_29.575000000000003,168.77189646293192,168.77189646293192,168.77189646293192,168.77189646293192,,Cargo,1,-93.8125,29.587500000000002
-93.825,29.6,-93.825_29.6,151.86597269999154,147.95365508027845,147.77455822721993,159.8697047924763,6.932013738943145,Other,3,-93.8125,29.6125
-93.825,29.975,-93.825_29.975,160.58127859731115,165.14634832476267,151.09124647706292,165.50624099010787,8.2205786241085,Cargo,3,-93.8125,29.9875
-93.80000000000001,29.575000000000003,-93.80000000000001_29.575000000000003,174.4963223885696,174.4963223885696,174.4963223885696,174.4963223885696,,Tanker,1,-93.78750000000001,29.587500000000002
-93.80000000000001,29.975,-93.80000000000001_29.975,162.13910354128956,162.13910354128956,162.13910354128956,162.13910354128956,,Cargo,1,-93.78750000000001,29.9875
-93.775,28.75,-93.775_28.75,173.98571663482142,173.98571663482142,173.98571663482142,173.98571663482142,,Tanker,1,-93.7625,28.7625
-93.75,28.575000000000003,-93.75_28.575000000000003,173.2244423350632,173.2244423350632,173.2244423350632,173.2244423350632,,Tanker,1,-93.7375,28.587500000000002
-93.75,28.75,-93.75_28.75,172.0083701298116,172.0083701298116,172.0083701298116,172.0083701298116,,Cargo,1,-93.7375,28.7625
-93.75,29.525000000000002,-93.75_29.525000000000002,165.95337679341313,165.95337679341313,165.95337679341313,165.95337679341313,,Tanker,1,-93.7375,29.5375
-93.75,29.575000000000003,-93.75_29.575000000000003,170.76461804173243,170.76461804173243,170.76461804173243,170.76461804173243,,Tanker,1,-93.7375,29.587500000000002
-93.72500000000001,29.35,-93.72500000000001_29.35,163.95784423063765,170.6245108973043,150.6245108973043,170.6245108973043,11.547005383792513,Tanker,3,-93.7125,29.3625
-93.72500000000001,29.400000000000002,-93.72500000000001_29.400000000000002,169.44819907646564,170.6245108973043,162.24417706094505,171.8738982633873,4.0753338909425505,Tanker,5,-93.7125,29.4125
-93.72500000000001,29.425,-93.72500000000001_29.425,170.6245108973043,170.6245108973043,170.6245108973043,170.6245108973043,0.0,Tanker,6,-93.7125,29.4375
-93.72500000000001,29.5,-93.72500000000001_29.5,144.7793118205533,144.7793118205533,144.7793118205533,144.7793118205533,,Other,1,-93.7125,29.5125
-93.72500000000001,29.525000000000002,-93.72500000000001_29.525000000000002,140.0,140.0,140.0,140.0,,Fishing,1,-93.7125,29.5375
-93.72500000000001,29.55,-93.72500000000001_29.55,165.6245108973043,170.6245108973043,150.6245108973043,170.6245108973043,9.999999999999998,Tanker,4,-93.7125,29.5625
-93.7,29.275000000000002,-93.7_29.275000000000002,168.28379603438736,168.28379603438736,168.28379603438736,168.28379603438736,,Cargo,1,-93.6875,29.2875
-93.7,29.400000000000002,-93.7_29.400000000000002,159.93318134631147,159.93318134631147,148.0102999566398,171.85606273598313,11.82455151470313,Cargo,6,-93.6875,29.4125
-93.7,29.425,-93.7_29.425,171.61727836017593,171.61727836017593,171.61727836017593,171.61727836017593,0.0,Tanker,4,-93.6875,29.4375
-93.7,29.5,-93.7_29.5,145.54418929643262,142.51554718335683,140.0,157.12732066258084,7.177577024045601,Fishing,6,-93.6875,29.5125
-93.67500000000001,28.700000000000003,-93.67500000000001_28.700000000000003,171.67006294428387,171.67006294428387,171.67006294428387,171.67006294428387,,Tanker,1,-93.66250000000001,28.712500000000002
-93.67500000000001,29.200000000000003,-93.67500000000001_29.200000000000003,172.5863784902565,172.5863784902565,172.5863784902565,172.5863784902565,0.0,Tanker,2,-93.66250000000001,29.212500000000002
-93.67500000000001,29.375,-93.67500000000001_29.375,172.44628045888334,172.44628045888334,172.44628045888334,172.44628045888334,,Tanker,1,-93.66250000000001,29.3875
-93.67500000000001,29.450000000000003,-93.67500000000001_29.450000000000003,170.73613832991026,170.73613832991026,169.11009661854195,172.36218004127855,2.2995702412014203,Tanker,2,-93.66250000000001,29.462500000000002
-93.65,29.150000000000002,-93.65_29.150000000000002,176.72616264619066,176.72616264619066,176.72616264619066,176.72616264619066,,Tanker,1,-93.6375,29.1625
-93.65,29.275000000000002,-93.65_29.275000000000002,172.38001556868272,172.38001556868272,172.38001556868272,172.38001556868272,,Tanker,1,-93.6375,29.2875
-93.65,29.375,-93.65_29.375,168.1257361651383,168.1257361651383,168.1257361651383,168.1257361651383,,Tanker,1,-93.6375,29.3875
-93.65,29.400000000000002,-93.65_29.400000000000002,166.97469194895334,171.52182518111363,147.6245108973043,172.68347330412158,10.828769011131454,Tanker,5,-93.6375,29.4125
-93.65,29.425,-93.65_29.425,171.57934847000453,171.57934847000453,171.57934847000453,171.57934847000453,,Tanker,1,-93.6375,29.4375
-93.65,29.8,-93.65_29.8,150.0,150.0,150.0,150.0,,Other,1,-93.6375,29.8125
-93.625,28.650000000000002,-93.625_28.650000000000002,171.3269532964742,171.3269532964742,171.3269532964742,171.3269532964742,,Cargo,1,-93.6125,28.6625
-93.625,29.375,-93.625_29.375,168.03029834589282,168.03029834589282,163.362376532004,172.69822015978164,6.601438337298794,Tanker,2,-93.6125,29.3875
-93.625,29.400000000000002,-93.625_29.400000000000002,171.78887745505963,171.78887745505963,171.5983548233989,171.97940008672037,0.26943968963363374,Tanker,2,-93.6125,29.4125
-93.625,29.425,-93.625_29.425,170.6245108973043,170.6245108973043,170.6245108973043,170.6245108973043,0.0,Tanker,3,-93.6125,29.4375
-93.60000000000001,29.400000000000002,-93.60000000000001_29.400000000000002,171.61727836017593,171.61727836017593,171.61727836017593,171.61727836017593,,Tanker,1,-93.5875,29.4125
-93.47500000000001,28.575000000000003,-93.47500000000001_28.575000000000003,172.56271115746543,172.56271115746543,172.56271115746543,172.56271115746543,,Tanker,1,-93.4625,28.587500000000002
-93.47500000000001,28.875,-93.47500000000001_28.875,172.76871029026168,172.76871029026168,172.76871029026168,172.76871029026168,,Tanker,1,-93.4625,28.8875
-93.47500000000001,29.275000000000002,-93.47500000000001_29.275000000000002,156.93305516699883,156.93305516699883,156.93305516699883,156.93305516699883,,Cargo,1,-93.4625,29.2875
-93.45,29.275000000000002,-93.45_29.275000000000002,158.97696735639363,158.97696735639363,158.97696735639363,158.97696735639363,,Cargo,1,-93.4375,29.2875
-93.45,29.400000000000002,-93.45_29.400000000000002,156.10670501757374,156.10670501757374,156.10670501757374,156.10670501757374,,Cargo,1,-93.4375,29.4125
-93.35000000000001,28.5,-93.35000000000001_28.5,172.14722617157702,172.14722617157702,171.739273586474,172.55517875668005,0.5769320786578629,Tanker,2,-93.3375,28.5125
-93.35000000000001,29.725,-93.35000000000001_29.725,156.09159897451204,156.09159897451204,156.09159897451204,156.09159897451204,,Other,1,-93.3375,29.7375
-93.35000000000001,29.75,-93.35000000000001_29.75,150.6906840106312,150.6906840106312,150.6906840106312,150.6906840106312,,Other,1,-93.3375,29.7625
-93.35000000000001,29.775000000000002,-93.35000000000001_29.775000000000002,156.91179662844928,157.07570176097937,140.0,168.1954393554187,6.51479761049925,Other,28,-93.3375,29.7875
-93.35000000000001,29.8,-93.35000000000001_29.8,160.43445741830334,165.60691929270757,140.0706465637833,168.12913356642855,9.23047732421855,Passenger,16,-93.3375,29.8125
-93.35000000000001,29.825000000000003,-93.35000000000001_29.825000000000003,150.64015005529535,152.5460126116555,140.0,153.22219294733918,5.228728340568011,Other,6,-93.3375,29.837500000000002
-93.35000000000001,29.85,-93.35000000000001_29.85,169.1807151634168,169.1807151634168,169.1807151634168,169.1807151634168,,Tanker,1,-93.3375,29.8625
-93.35000000000001,29.875,-93.35000000000001_29.875,147.80052995033617,147.80052995033617,147.57304908504148,148.0280108156309,0.32170652488015417,Other,2,-93.3375,29.8875
-93.35000000000001,29.925,-93.35000000000001_29.925,169.58478288518253,169.58478288518253,169.58478288518253,169.58478288518253,,Tanker,1,-93.3375,29.9375
-93.35000000000001,29.975,-93.35000000000001_29.975,145.78656575131225,148.0263691808281,140.0,151.7609125905568,5.45346176470582,Other,5,-93.3375,29.9875
-93.325,29.775000000000002,-93.325_29.775000000000002,159.92937678654198,159.92937678654198,153.42422680822207,166.4345267648619,6.954297848129436,Other,8,-93.3125,29.7875
-93.30000000000001,29.5,-93.30000000000001_29.5,146.67317334748176,146.67317334748176,146.67317334748176,146.67317334748176,,Fishing,1,-93.28750000000001,29.5125
-93.275,29.125,-93.275_29.125,160.27578349505393,160.27578349505393,160.27578349505393,160.27578349505393,,Cargo,1,-93.2625,29.1375
-93.25,29.275000000000002,-93.25_29.275000000000002,158.32470778302428,158.32470778302428,158.32470778302428,158.32470778302428,,Cargo,1,-93.2375,29.2875
-93.25,29.525000000000002,-93.25_29.525000000000002,157.64522084658495,157.64522084658495,157.64522084658495,157.64522084658495,,Other,1,-93.2375,29.5375
-93.25,29.575000000000003,-93.25_29.575000000000003,170.6245108973043,170.6245108973043,170.6245108973043,170.6245108973043,,Tanker,1,-93.2375,29.587500000000002
-93.25,29.85,-93.25_29.85,151.7609125905568,151.7609125905568,151.7609125905568,151.7609125905568,0.0,Other,2,-93.2375,29.8625
-93.22500000000001,28.650000000000002,-93.22500000000001_28.650000000000002,171.83846770437654,171.83846770437654,171.83846770437654,171.83846770437654,,Tanker,1,-93.2125,28.6625
-93.22500000000001,28.75,-93.22500000000001_28.75,168.6794898955828,168.6794898955828,168.6794898955828,168.6794898955828,,Cargo,1,-93.2125,28.7625
-93.22500000000001,29.275000000000002,-93.22500000000001_29.275000000000002,175.1681905073613,175.1681905073613,175.1681905073613,175.1681905073613,,Tanker,1,-93.2125,29.2875
-93.22500000000001,29.975,-93.22500000000001_29.975,152.46596635982823,149.92718493647743,145.4217785807568,162.04893556225048,8.599397982328284,Cargo,3,-93.2125,29.9875
-93.2,29.950000000000003,-93.2_29.950000000000003,147.75559480030424,147.75559480030424,147.75559480030424,147.75559480030424,,Other,1,-93.1875,29.962500000000002
-93.2,29.975,-93.2_29.975,158.11102991107282,158.11102991107282,158.11102991107282,158.11102991107282,,Cargo,1,-93.1875,29.9875
-93.17500000000001,29.925,-93.17500000000001_29.925,159.52373793590908,159.52373793590908,159.52373793590908,159.52373793590908,,Cargo,1,-93.16250000000001,29.9375
-93.15,29.275000000000002,-93.15_29.275000000000002,153.46141644645323,153.46141644645323,153.46141644645323,153.46141644645323,,Other,1,-93.1375,29.2875
-93.15,29.925,-93.15_29.925,144.0554439881892,144.0554439881892,140.1735427435065,147.9373452328719,5.489837388023275,Fishing,2,-93.1375,29.9375
-93.125,28.35,-93.125_28.35,171.38757009045176,171.38757009045176,171.38757009045176,171.38757009045176,,Tanker,1,-93.1125,28.3625
-93.125,29.275000000000002,-93.125_29.275000000000002,140.0,140.0,140.0,140.0,,Fishing,1,-93.1125,29.2875
-93.125,29.925,-93.125_29.925,144.943215982435,144.943215982435,144.943215982435,144.943215982435,,Other,1,-93.1125,29.9375
-93.10000000000001,29.925,-93.10000000000001_29.925,147.99056087771854,148.1951537950003,145.2525218174863,150.31941410338726,2.191842975073386,Other,4,-93.0875,29.9375
-93.075,29.925,-93.075_29.925,159.93883075108752,159.93883075108752,159.93883075108752,159.93883075108752,,Cargo,1,-93.0625,29.9375
-93.05000000000001,29.925,-93.05000000000001_29.925,157.26901677471244,161.8621350371676,147.40362689494245,162.5412883920273,8.55042399122731,Cargo,3,-93.03750000000001,29.9375
-93.025,29.925,-93.025_29.925,146.8142215572101,146.8142215572101,146.8142215572101,146.8142215572101,,Other,1,-93.0125,29.9375
-92.97500000000001,29.475,-92.97500000000001_29.475,140.0,140.0,140.0,140.0,,Fishing,1,-92.9625,29.4875
-92.97500000000001,29.925,-92.97500000000001_29.925,156.14740792967382,156.14740792967382,150.72984744627928,161.56496841306836,7.6615875105930975,Cargo,2,-92.9625,29.9375
-92.95,29.925,-92.95_29.925,145.69658753020678,146.1581887302816,140.0,152.12880358464975,5.379447869935514,Other,6,-92.9375,29.9375
-92.9,28.225,-92.9_28.225,169.6799265952115,169.6799265952115,169.6799265952115,169.6799265952115,,Cargo,1,-92.8875,28.2375
-92.9,29.05,-92.9_29.05,162.3720582211701,162.3720582211701,162.3720582211701,162.3720582211701,,Other,1,-92.8875,29.0625
-92.9,29.925,-92.9_29.925,150.03053493224164,147.24210310768768,144.99756726967325,162.35448786694442,6.693109636332218,Other,8,-92.8875,29.9375
-92.9,29.950000000000003,-92.9_29.950000000000003,153.77653488016713,153.77653488016713,153.77653488016713,153.77653488016713,,Cargo,1,-92.8875,29.962500000000002
-92.875,29.625,-92.875_29.625,140.0,140.0,140.0,140.0,,Fishing,1,-92.8625,29.6375
-92.875,29.950000000000003,-92.875_29.950000000000003,155.51491552924472,155.51491552924472,146.7465281242425,164.28330293424693,12.400372388295562,Cargo,2,-92.8625,29.962500000000002
-92.85000000000001,29.950000000000003,-92.85000000000001_29.950000000000003,152.76780749436745,149.39038485775927,148.6927866794808,163.5976735824705,7.228041752354898,Other,4,-92.8375,29.962500000000002
-92.825,28.125,-92.825_28.125,177.31444597551777,177.31444597551777,177.31444597551777,177.31444597551777,,Tanker,1,-92.8125,28.1375
-92.825,29.950000000000003,-92.825_29.950000000000003,151.44237849403643,151.44237849403643,151.44237849403643,151.44237849403643,,Other,1,-92.8125,29.962500000000002
-92.80000000000001,29.3,-92.80000000000001_29.3,156.579121180004,156.579121180004,156.579121180004,156.579121180004,,Other,1,-92.78750000000001,29.3125
-92.80000000000001,29.950000000000003,-92.80000000000001_29.950000000000003,145.13654446877982,145.13654446877982,145.13654446877982,145.13654446877982,,Fishing,1,-92.78750000000001,29.962500000000002
-92.80000000000001,29.975,-92.80000000000001_29.975,152.95824006222938,152.55272505103306,152.55272505103306,155.33085839461086,0.9352511941139352,Other,9,-92.78750000000001,29.9875
-92.775,29.950000000000003,-92.775_29.950000000000003,152.2929981066325,149.40117866747718,145.87295549457065,161.60486015784969,8.25500883313473,Other,3,-92.7625,29.962500000000002
-92.75,28.225,-92.75_28.225,145.41708420891436,145.41708420891436,145.41708420891436,145.41708420891436,,Cargo,1,-92.7375,28.2375
-92.75,29.3,-92.75_29.3,140.0,140.0,140.0,140.0,,Fishing,1,-92.7375,29.3125
-92.75,29.875,-92.75_29.875,145.87037117743455,145.87037117743455,145.47528576459783,146.2654565902713,0.5587351491294744,Other,2,-92.7375,29.8875
-92.72500000000001,28.025000000000002,-92.72500000000001_28.025000000000002,173.20535933136838,173.20535933136838,173.20535933136838,173.20535933136838,,Tanker,1,-92.7125,28.0375
-92.72500000000001,29.950000000000003,-92.72500000000001_29.950000000000003,161.96362505513946,161.96362505513946,161.96362505513946,161.96362505513946,,Cargo,1,-92.7125,29.962500000000002
-92.7,29.825000000000003,-92.7_29.825000000000003,146.2654565902713,146.2654565902713,146.2654565902713,146.2654565902713,,Other,1,-92.6875,29.837500000000002
-92.7,29.925,-92.7_29.925,149.30553062186874,147.37634197315586,140.0,162.4694385411632,9.45909995060464,Other,4,-92.6875,29.9375
-92.67500000000001,27.950000000000003,-92.67500000000001_27.950000000000003,172.2708036762497,172.2708036762497,172.2708036762497,172.2708036762497,,Cargo,1,-92.66250000000001,27.962500000000002
-92.67500000000001,29.8,-92.67500000000001_29.8,152.40531931990517,152.30448921378274,152.30448921378274,153.0102999566398,0.26677138546822465,Other,7,-92.66250000000001,29.8125
-92.67500000000001,29.825000000000003,-92.67500000000001_29.825000000000003,149.73127853599698,149.73127853599698,146.45225711535417,153.0102999566398,4.63723656438498,Other,2,-92.66250000000001,29.837500000000002
-92.67500000000001,29.925,-92.67500000000001_29.925,152.12996310984295,153.0102999566398,140.0,162.84991523144532,6.129901053533456,Other,17,-92.66250000000001,29.9375
-92.65,27.925,-92.65_27.925,173.36186608160753,173.36186608160753,173.36186608160753,173.36186608160753,,Tanker,1,-92.6375,27.9375
-92.65,29.925,-92.65_29.925,146.99609676866248,146.99609676866248,146.2654565902713,147.72673694705367,1.0332812494955097,Other,2,-92.6375,29.9375
-92.625,27.900000000000002,-92.625_27.900000000000002,170.47515281527248,170.47515281527248,170.47515281527248,170.47515281527248,,Cargo,1,-92.6125,27.9125
-92.625,29.900000000000002,-92.625_29.900000000000002,155.11235563033014,155.11235563033014,146.8142215572101,163.4104897034502,11.735333748596672,Cargo,2,-92.6125,29.9125
-92.60000000000001,29.200000000000003,-92.60000000000001_29.200000000000003,156.65917602907746,156.65917602907746,156.65917602907746,156.65917602907746,,Other,1,-92.5875,29.212500000000002
-92.60000000000001,29.900000000000002,-92.60000000000001_29.900000000000002,154.71055239079342,155.0561875969977,144.74332837552168,163.9865059936566,9.610899879776612,Cargo,4,-92.5875,29.9125
-92.575,27.85,-92.575_27.85,171.021265067075,171.021265067075,171.021265067075,171.021265067075,,Tanker,1,-92.5625,27.8625
-92.575,29.275000000000002,-92.575_29.275000000000002,146.1867468117356,146.1867468117356,146.1867468117356,146.1867468117356,,Fishing,1,-92.5625,29.2875
