event_id,timestamp,event_type,severity,source_system,action_taken,username,source_ip,destination_ip,risk_score,status,details,date,hour
EVT-000242,2025-12-10T11:37:58.982152,data_exfiltration_attempt,info,database_audit,blocked,user_2805,192.168.58.134,75.4.5.158,3,false_positive,"{""protocol"": ""HTTPS"", ""port"": 22, ""bytes_transferred"": 405260}",2025-12-10,11
EVT-000243,2025-12-10T10:06:10.982152,login_attempt,high,endpoint_protection,alerted,user_8308,192.168.156.175,,70,resolved,"{""protocol"": ""TCP"", ""port"": 80, ""bytes_transferred"": 611501}",2025-12-10,10
EVT-000244,2025-12-09T03:33:15.982152,network_connection,high,database_audit,blocked,user_4341,192.168.229.52,187.148.251.63,82,investigating,"{""protocol"": ""UDP"", ""port"": 3389, ""bytes_transferred"": 907379}",2025-12-09,3
EVT-000245,2025-12-10T07:59:32.982152,login_success,low,dlp_system,logged,user_2171,222.207.221.111,68.130.89.197,15,investigating,"{""protocol"": ""UDP"", ""port"": 22, ""bytes_transferred"": 729669}",2025-12-10,7
EVT-000246,2025-12-08T12:16:38.982152,network_connection,low,ids,blocked,user_9517,192.168.214.143,1.47.53.53,16,resolved,"{""protocol"": ""ICMP"", ""port"": 22, ""bytes_transferred"": 538679}",2025-12-08,12
EVT-000247,2025-12-08T17:20:19.982152,login_failure,info,endpoint_protection,logged,user_8498,192.168.179.143,163.127.226.141,9,investigating,"{""protocol"": ""TCP"", ""port"": 3306, ""bytes_transferred"": 693002}",2025-12-08,17
EVT-000248,2025-12-12T13:15:53.982152,file_access,high,endpoint_protection,logged,user_8094,192.168.22.49,148.197.132.158,79,resolved,"{""protocol"": ""ICMP"", ""port"": 3389, ""bytes_transferred"": 984527}",2025-12-12,13
EVT-000249,2025-12-10T07:39:43.982152,login_success,medium,dlp_system,logged,user_2574,192.168.195.64,8.64.217.200,65,open,"{""protocol"": ""HTTPS"", ""port"": 22, ""bytes_transferred"": 920600}",2025-12-10,7
EVT-000250,2025-12-09T19:53:07.982152,ids_alert,medium,dlp_system,logged,user_1762,214.110.26.194,147.82.4.61,53,investigating,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 783572}",2025-12-09,19
EVT-000251,2025-12-10T11:47:19.982152,login_failure,medium,email_gateway,alerted,user_5853,192.168.123.205,90.232.157.43,57,open,"{""protocol"": ""HTTP"", ""port"": 1433, ""bytes_transferred"": 313366}",2025-12-10,11
EVT-000252,2025-12-09T18:25:44.982152,ids_alert,critical,network_monitor,logged,user_3902,196.198.74.217,190.255.235.70,92,false_positive,"{""protocol"": ""UDP"", ""port"": 3389, ""bytes_transferred"": 726999}",2025-12-09,18
EVT-000253,2025-12-09T20:49:44.982152,login_attempt,medium,authentication_server,quarantined,user_9139,192.168.177.111,58.209.154.120,44,investigating,"{""protocol"": ""HTTP"", ""port"": 3306, ""bytes_transferred"": 258508}",2025-12-09,20
EVT-000254,2025-12-12T06:53:01.982152,ids_alert,high,database_audit,logged,user_8821,192.168.136.251,,75,investigating,"{""protocol"": ""UDP"", ""port"": 3306, ""bytes_transferred"": 164391}",2025-12-12,6
EVT-000255,2025-12-11T14:43:53.982152,privilege_escalation,critical,dlp_system,alerted,user_2363,192.168.166.52,212.55.238.49,96,open,"{""protocol"": ""TCP"", ""port"": 80, ""bytes_transferred"": 848949}",2025-12-11,14
EVT-000256,2025-12-11T09:42:12.982152,firewall_block,critical,endpoint_protection,allowed,samantha76@example.net,192.168.52.151,223.214.75.151,97,open,"{""protocol"": ""UDP"", ""port"": 3389, ""bytes_transferred"": 558603}",2025-12-11,9
EVT-000257,2025-12-11T14:55:31.982152,network_connection,high,email_gateway,allowed,user_4720,192.168.173.222,185.169.21.214,81,resolved,"{""protocol"": ""TCP"", ""port"": 8080, ""bytes_transferred"": 100974}",2025-12-11,14
EVT-000258,2025-12-09T20:49:18.982152,firewall_block,info,database_audit,alerted,user_1551,192.168.37.110,221.192.109.146,9,false_positive,"{""protocol"": ""TCP"", ""port"": 443, ""bytes_transferred"": 294395}",2025-12-09,20
EVT-000259,2025-12-10T02:47:45.982152,malware_detected,high,web_gateway,logged,user_9916,192.168.115.147,,71,,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 269637}",2025-12-10,2
EVT-000260,2025-12-09T15:36:01.982152,login_success,low,network_monitor,blocked,user_1945,3.167.163.211,213.225.11.252,39,resolved,"{""protocol"": ""UDP"", ""port"": 3306, ""bytes_transferred"": 275290}",2025-12-09,15
EVT-000261,2025-12-10T09:42:51.982152,data_exfiltration_attempt,low,firewall,blocked,user_6067,192.168.20.9,4.19.255.181,11,resolved,"{""protocol"": ""ICMP"", ""port"": 80, ""bytes_transferred"": 183506}",2025-12-10,9
EVT-000262,2025-12-07T22:02:06.982152,login_success,info,endpoint_protection,blocked,user_4700,192.168.29.144,145.153.89.175,9,,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 341281}",2025-12-07,22
EVT-000263,2025-12-09T15:39:13.982152,login_attempt,critical,ids,allowed,user_3832,192.168.14.148,26.4.100.114,99,investigating,"{""protocol"": ""HTTPS"", ""port"": 3306, ""bytes_transferred"": 286364}",2025-12-09,15
EVT-000264,2025-12-10T02:19:14.982152,login_attempt,low,network_monitor,blocked,user_7253,134.246.28.0,218.203.202.200,62,resolved,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 739491}",2025-12-10,2
EVT-000265,2025-12-12T11:23:35.982152,privilege_escalation,info,authentication_server,allowed,user_3112,192.168.31.77,214.229.146.206,0,open,"{""protocol"": ""HTTPS"", ""port"": 1433, ""bytes_transferred"": 428683}",2025-12-12,11
EVT-000266,2025-12-06T19:09:03.982152,suspicious_activity,critical,ids,alerted,user_3677,192.168.218.241,4.15.7.211,99,resolved,"{""protocol"": ""HTTPS"", ""port"": 80, ""bytes_transferred"": 174443}",2025-12-06,19
EVT-000267,2025-12-06T03:34:11.982152,network_connection,low,endpoint_protection,quarantined,user_2508,192.168.146.144,199.4.166.40,34,open,"{""protocol"": ""HTTP"", ""port"": 3389, ""bytes_transferred"": 162446}",2025-12-06,3
,2025-12-09T00:48:27.982152,login_attempt,medium,web_gateway,alerted,user_9241,202.68.209.249,108.237.82.127,48,investigating,"{""protocol"": ""ICMP"", ""port"": 80, ""bytes_transferred"": 946652}",2025-12-09,0
EVT-000269,2025-12-07T05:38:20.982152,login_failure,info,web_gateway,quarantined,user_6612,192.168.149.184,37.223.93.233,8,false_positive,"{""protocol"": ""ICMP"", ""port"": 443, ""bytes_transferred"": 784738}",2025-12-07,5
EVT-000270,2025-12-07T23:18:57.982152,malware_detected,low,database_audit,logged,user_3547,192.168.110.202,18.180.222.152,27,open,"{""protocol"": ""HTTP"", ""port"": 1433, ""bytes_transferred"": 957867}",2025-12-07,23
EVT-000271,2025-12-12T12:52:14.982152,login_failure,high,firewall,allowed,user_7434,192.168.61.40,195.133.162.17,83,resolved,"{""protocol"": ""UDP"", ""port"": 1433, ""bytes_transferred"": 946734}",2025-12-12,12
EVT-000272,2025-12-05T15:32:29.982152,login_failure,info,ids,blocked,user_9833,221.117.83.79,70.241.102.129,1,open,"{""protocol"": ""HTTP"", ""port"": 22, ""bytes_transferred"": 942385}",2025-12-05,15
EVT-000273,2025-12-12T05:22:47.982152,login_success,critical,endpoint_protection,logged,user_3659,192.168.231.242,213.94.103.155,90,investigating,"{""protocol"": ""HTTPS"", ""port"": 22, ""bytes_transferred"": 88512}",2025-12-12,5
EVT-000274,2025-12-08T03:27:51.982152,login_attempt,medium,web_gateway,quarantined,user_2047,192.168.82.37,205.78.203.212,60,open,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 362303}",2025-12-08,3
EVT-000275,2025-12-11T18:04:54.982152,file_access,medium,endpoint_protection,logged,user_4661,192.168.207.157,44.171.207.113,45,investigating,"{""protocol"": ""ICMP"", ""port"": 443, ""bytes_transferred"": 522543}",2025-12-11,18
EVT-000276,2025-12-06T23:46:52.982152,malware_detected,high,authentication_server,blocked,user_2814,192.168.194.137,115.97.104.143,75,resolved,"{""protocol"": ""TCP"", ""port"": 80, ""bytes_transferred"": 617427}",2025-12-06,23
EVT-000277,2025-12-09T09:38:52.982152,firewall_block,medium,network_monitor,logged,user_8418,192.168.198.131,135.15.23.102,45,investigating,"{""protocol"": ""ICMP"", ""port"": 80, ""bytes_transferred"": 749219}",2025-12-09,9
EVT-000278,2025-12-07T15:17:08.982152,ids_alert,medium,email_gateway,logged,user_1245,192.168.65.45,153.155.104.78,63,open,"{""protocol"": ""HTTP"", ""port"": 3306, ""bytes_transferred"": 948383}",2025-12-07,15
EVT-000279,2025-12-07T00:39:37.982152,network_connection,info,database_audit,blocked,elizabethhuff@example.com,192.168.26.135,178.80.152.138,1,resolved,"{""protocol"": ""ICMP"", ""port"": 3389, ""bytes_transferred"": 381940}",2025-12-07,0
EVT-000280,2025-12-10T09:58:30.982152,firewall_block,info,firewall,allowed,user_4572,192.168.213.247,84.83.241.145,3,investigating,"{""protocol"": ""ICMP"", ""port"": 3389, ""bytes_transferred"": 809883}",2025-12-10,9
EVT-000281,2025-12-06T09:44:08.982152,login_failure,high,database_audit,allowed,user_8373,192.168.159.165,25.211.103.32,71,false_positive,"{""protocol"": ""UDP"", ""port"": 1433, ""bytes_transferred"": 945994}",2025-12-06,9
EVT-000282,2025-12-08T17:59:30.982152,ids_alert,high,authentication_server,quarantined,user_4561,87.250.165.13,,71,open,"{""protocol"": ""HTTPS"", ""port"": 443, ""bytes_transferred"": 913468}",2025-12-08,17
EVT-000283,2025-12-08T19:16:19.982152,login_attempt,medium,database_audit,logged,user_2153,192.168.99.57,176.244.51.84,51,resolved,"{""protocol"": ""ICMP"", ""port"": 80, ""bytes_transferred"": 909664}",2025-12-08,19
EVT-000284,2026-10-28T14:50:04.073428,login_success,critical,firewall,alerted,user_8898,192.168.222.49,120.12.245.183,94,resolved,"{""protocol"": ""HTTP"", ""port"": 3306, ""bytes_transferred"": 399212}",2026-10-28,14
EVT-000285,2025-12-08T10:46:23.982152,login_attempt,low,database_audit,logged,user_4887,158.255.230.113,71.94.174.63,33,investigating,"{""protocol"": ""ICMP"", ""port"": 3389, ""bytes_transferred"": 796300}",2025-12-08,10
EVT-000286,2025-12-06T23:31:27.982152,vulnerability_scan,critical,authentication_server,allowed,user_7789,192.168.46.203,200.96.252.240,92,resolved,"{""protocol"": ""HTTPS"", ""port"": 8080, ""bytes_transferred"": 47162}",2025-12-06,23
EVT-000287,2025-12-09T17:45:57.982152,login_attempt,medium,authentication_server,quarantined,user_2921,161.163.191.162,155.223.109.28,60,false_positive,"{""protocol"": ""TCP"", ""port"": 22, ""bytes_transferred"": 895585}",2025-12-09,17
EVT-000288,2025-12-11T10:55:04.982152,malware_detected,info,firewall,alerted,lanemichael@example.org,176.29.78.126,149.140.82.46,56,open,"{""protocol"": ""HTTPS"", ""port"": 3389, ""bytes_transferred"": 19017}",2025-12-11,10
EVT-000289,2025-12-09T14:24:13.982152,network_connection,medium,database_audit,blocked,user_3361,13.146.195.128,37.216.251.95,56,investigating,"{""protocol"": ""HTTPS"", ""port"": 8080, ""bytes_transferred"": 863081}",2025-12-09,14
,2025-12-07T17:58:05.982152,data_exfiltration_attempt,critical,endpoint_protection,alerted,user_4808,186.163.33.83,164.204.25.243,92,investigating,"{""protocol"": ""HTTP"", ""port"": 443, ""bytes_transferred"": 982940}",2025-12-07,17
EVT-000291,2025-12-10T22:27:01.982152,malware_detected,medium,firewall,allowed,user_6097,192.168.117.181,,69,resolved,"{""protocol"": ""ICMP"", ""port"": 80, ""bytes_transferred"": 109878}",2025-12-10,22
EVT-000292,2025-12-11T14:38:32.982152,malware_detected,info,email_gateway,logged,washingtonian@example.com,192.168.207.148,213.209.5.76,0,investigating,"{""protocol"": ""HTTPS"", ""port"": 22, ""bytes_transferred"": 571586}",2025-12-11,14
EVT-000293,2025-12-11T09:48:35.982152,suspicious_activity,high,dlp_system,quarantined,stokesvanessa@example.net,192.168.65.17,116.82.55.110,73,resolved,"{""protocol"": ""HTTPS"", ""port"": 3389, ""bytes_transferred"": 408577}",2025-12-11,9
EVT-000294,2025-12-10T19:18:07.982152,network_connection,critical,ids,alerted,user_3587,198.52.22.78,56.200.66.55,100,resolved,"{""protocol"": ""ICMP"", ""port"": 3306, ""bytes_transferred"": 343744}",2025-12-10,19
EVT-000295,2025-12-05T16:53:40.982152,network_connection,critical,dlp_system,quarantined,user_6401,134.9.99.15,202.43.35.19,94,investigating,"{""protocol"": ""HTTP"", ""port"": 3306, ""bytes_transferred"": 873248}",2025-12-05,16
EVT-000296,2025-12-10T13:58:37.982152,file_access,high,firewall,quarantined,user_6948,192.168.1.61,114.106.171.185,72,false_positive,"{""protocol"": ""ICMP"", ""port"": 80, ""bytes_transferred"": 128191}",2025-12-10,13
EVT-000297,2025-12-08T01:18:52.982152,privilege_escalation,low,firewall,blocked,user_1077,192.168.24.49,79.212.3.16,32,investigating,"{""protocol"": ""ICMP"", ""port"": 1433, ""bytes_transferred"": 237652}",2025-12-08,1
EVT-000298,2025-12-11T12:20:56.982152,login_failure,medium,ids,blocked,user_5894,192.168.29.234,97.123.11.125,46,investigating,"{""protocol"": ""TCP"", ""port"": 1433, ""bytes_transferred"": 194664}",2025-12-11,12
EVT-000299,2025-12-08T19:05:39.982152,privilege_escalation,high,email_gateway,quarantined,user_8909,192.168.29.74,186.55.235.127,87,investigating,"{""protocol"": ""UDP"", ""port"": 8080, ""bytes_transferred"": 214050}",2025-12-08,19
EVT-000300,2025-12-08T07:22:30.982152,login_failure,low,network_monitor,blocked,user_6940,192.168.40.196,65.83.192.204,17,resolved,"{""protocol"": ""HTTP"", ""port"": 22, ""bytes_transferred"": 393395}",2025-12-08,7
EVT-000301,2025-12-06T08:31:51.982152,firewall_block,info,firewall,allowed,user_1834,133.5.188.52,24.104.194.72,0,resolved,"{""protocol"": ""ICMP"", ""port"": 443, ""bytes_transferred"": 751875}",2025-12-06,8
EVT-000302,2025-12-08T15:40:51.982152,privilege_escalation,high,endpoint_protection,blocked,user_4171,214.160.119.143,44.228.70.121,70,false_positive,"{""protocol"": ""HTTP"", ""port"": 80, ""bytes_transferred"": 399426}",2025-12-08,15
EVT-000303,2025-12-10T01:58:01.982152,firewall_block,critical,email_gateway,quarantined,user_8881,192.168.14.6,221.146.26.30,46,open,"{""protocol"": ""TCP"", ""port"": 3306, ""bytes_transferred"": 986508}",2025-12-10,1
EVT-000304,2025-12-12T02:43:38.982152,suspicious_activity,medium,web_gateway,blocked,user_7760,192.168.84.24,164.249.126.33,49,false_positive,"{""protocol"": ""UDP"", ""port"": 8080, ""bytes_transferred"": 170410}",2025-12-12,2
EVT-000305,2025-12-10T23:28:46.982152,file_access,critical,email_gateway,quarantined,user_8273,192.168.30.250,28.247.244.45,93,resolved,"{""protocol"": ""TCP"", ""port"": 443, ""bytes_transferred"": 51856}",2025-12-10,23
EVT-000306,2025-12-10T15:11:33.982152,file_access,high,authentication_server,quarantined,user_4511,192.168.25.32,216.33.58.211,76,resolved,"{""protocol"": ""HTTP"", ""port"": 1433, ""bytes_transferred"": 425891}",2025-12-10,15
EVT-000307,2025-12-10T14:44:17.982152,vulnerability_scan,high,ids,blocked,obutler@example.org,192.168.69.160,85.59.224.70,82,false_positive,"{""protocol"": ""TCP"", ""port"": 443, ""bytes_transferred"": 716036}",2025-12-10,14
EVT-000308,2025-12-11T21:21:57.982152,firewall_block,high,endpoint_protection,quarantined,user_2210,81.183.159.69,10.47.128.194,81,investigating,"{""protocol"": ""ICMP"", ""port"": 443, ""bytes_transferred"": 85425}",2025-12-11,21
EVT-000309,2025-12-07T05:47:17.982152,login_failure,high,endpoint_protection,alerted,user_2519,195.183.187.153,164.46.179.95,81,false_positive,"{""protocol"": ""TCP"", ""port"": 22, ""bytes_transferred"": 231973}",2025-12-07,5
EVT-000310,2025-12-12T10:25:45.982152,firewall_block,high,network_monitor,blocked,user_3839,192.168.255.69,207.25.115.31,75,investigating,"{""protocol"": ""ICMP"", ""port"": 1433, ""bytes_transferred"": 308920}",2025-12-12,10
EVT-000311,2025-12-06T02:15:11.982152,suspicious_activity,low,database_audit,logged,user_1127,192.168.55.70,,19,resolved,"{""protocol"": ""UDP"", ""port"": 1433, ""bytes_transferred"": 880355}",2025-12-06,2
EVT-000312,2025-12-12T08:51:16.982152,file_access,info,dlp_system,alerted,user_2723,192.168.247.124,123.66.101.100,9,open,"{""protocol"": ""HTTPS"", ""port"": 443, ""bytes_transferred"": 662139}",2025-12-12,8
EVT-000313,2025-12-08T19:57:09.982152,data_exfiltration_attempt,high,email_gateway,allowed,dixonalyssa@example.com,138.207.213.62,117.213.216.105,75,investigating,"{""protocol"": ""ICMP"", ""port"": 22, ""bytes_transferred"": 719701}",2025-12-08,19
EVT-000314,2025-12-05T18:04:40.982152,ids_alert,low,database_audit,quarantined,user_7930,192.168.64.210,,24,investigating,"{""protocol"": ""ICMP"", ""port"": 3306, ""bytes_transferred"": 159119}",2025-12-05,18
EVT-000315,2025-12-07T13:55:31.982152,file_access,low,ids,alerted,user_5543,192.168.108.202,187.131.32.241,14,false_positive,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 831438}",2025-12-07,13
EVT-000316,2025-12-08T20:25:35.982152,vulnerability_scan,info,dlp_system,logged,user_3238,73.32.97.163,204.119.38.149,4,false_positive,"{""protocol"": ""ICMP"", ""port"": 22, ""bytes_transferred"": 793021}",2025-12-08,20
EVT-000317,2025-12-06T07:42:43.982152,data_exfiltration_attempt,high,database_audit,alerted,user_6884,192.168.151.86,27.126.242.25,88,resolved,"{""protocol"": ""TCP"", ""port"": 3306, ""bytes_transferred"": 9496}",2025-12-06,7
,2025-12-09T02:10:56.982152,network_connection,critical,authentication_server,alerted,user_1148,192.168.178.246,168.38.130.48,100,investigating,"{""protocol"": ""HTTP"", ""port"": 8080, ""bytes_transferred"": 931614}",2025-12-09,2
EVT-000319,2025-12-12T12:52:24.982152,firewall_block,info,web_gateway,alerted,user_9317,201.252.249.212,159.5.164.46,8,false_positive,"{""protocol"": ""TCP"", ""port"": 3306, ""bytes_transferred"": 27877}",2025-12-12,12
EVT-000320,2025-12-10T12:11:46.982152,file_access,critical,database_audit,logged,user_6239,192.168.216.242,83.106.108.255,90,false_positive,"{""protocol"": ""ICMP"", ""port"": 8080, ""bytes_transferred"": 250151}",2025-12-10,12
EVT-000321,2025-12-10T07:03:41.982152,login_success,info,firewall,allowed,user_5702,192.168.83.93,147.7.200.86,6,false_positive,"{""protocol"": ""HTTP"", ""port"": 1433, ""bytes_transferred"": 209182}",2025-12-10,7
EVT-000322,2025-12-08T15:12:13.982152,vulnerability_scan,info,firewall,alerted,user_5313,106.5.100.156,5.63.8.250,4,resolved,"{""protocol"": ""ICMP"", ""port"": 3389, ""bytes_transferred"": 147955}",2025-12-08,15
EVT-000323,2025-12-09T10:52:19.982152,login_success,high,ids,allowed,user_2031,2.76.44.85,208.174.26.208,71,resolved,"{""protocol"": ""HTTP"", ""port"": 22, ""bytes_transferred"": 426843}",2025-12-09,10
EVT-000324,2025-12-08T23:54:37.982152,login_failure,critical,network_monitor,allowed,user_3389,192.168.159.255,212.25.157.155,96,false_positive,"{""protocol"": ""HTTPS"", ""port"": 443, ""bytes_transferred"": 124303}",2025-12-08,23
EVT-000325,2025-12-12T10:41:37.982152,firewall_block,high,dlp_system,allowed,user_1862,192.168.132.91,192.65.170.196,79,resolved,"{""protocol"": ""HTTPS"", ""port"": 22, ""bytes_transferred"": 311544}",2025-12-12,10
EVT-000326,2025-12-11T05:04:30.982152,data_exfiltration_attempt,critical,dlp_system,logged,user_6681,192.168.140.65,192.215.169.8,99,investigating,"{""protocol"": ""UDP"", ""port"": 1433, ""bytes_transferred"": 22444}",2025-12-11,5
EVT-000327,2025-12-09T01:34:00.982152,login_failure,critical,web_gateway,logged,user_8881,186.86.62.16,160.71.60.151,98,,"{""protocol"": ""HTTPS"", ""port"": 80, ""bytes_transferred"": 153689}",2025-12-09,1
EVT-000328,2025-12-09T19:31:52.982152,data_exfiltration_attempt,medium,ids,logged,user_6750,192.168.224.237,82.235.143.107,52,open,"{""protocol"": ""HTTPS"", ""port"": 443, ""bytes_transferred"": 783072}",2025-12-09,19
EVT-000329,2025-12-06T19:14:40.982152,ids_alert,medium,dlp_system,allowed,user_1448,192.168.13.52,60.52.13.100,49,open,"{""protocol"": ""ICMP"", ""port"": 3389, ""bytes_transferred"": 480053}",2025-12-06,19
EVT-000330,2025-12-09T10:16:25.982152,login_attempt,medium,authentication_server,blocked,user_1921,192.168.228.70,61.146.74.190,46,false_positive,"{""protocol"": ""ICMP"", ""port"": 80, ""bytes_transferred"": 888710}",2025-12-09,10
EVT-000331,2025-12-10T01:57:10.982152,login_success,info,database_audit,alerted,user_3928,167.150.50.220,105.97.194.91,7,false_positive,"{""protocol"": ""UDP"", ""port"": 3306, ""bytes_transferred"": 876685}",2025-12-10,1
EVT-000332,2025-12-12T03:32:37.982152,login_failure,low,network_monitor,allowed,user_6232,192.168.65.240,152.169.214.209,32,open,"{""protocol"": ""HTTP"", ""port"": 22, ""bytes_transferred"": 227855}",2025-12-12,3
EVT-000333,2025-12-09T17:27:54.982152,vulnerability_scan,critical,email_gateway,logged,user_3174,152.198.221.17,208.10.48.8,93,open,"{""protocol"": ""HTTPS"", ""port"": 3389, ""bytes_transferred"": 46265}",2025-12-09,17
EVT-000334,2025-12-12T09:02:58.982152,login_attempt,low,ids,alerted,user_6794,192.168.199.77,145.243.66.207,18,false_positive,"{""protocol"": ""HTTP"", ""port"": 1433, ""bytes_transferred"": 963610}",2025-12-12,9
EVT-000335,2025-12-06T21:12:40.982152,firewall_block,medium,email_gateway,quarantined,user_2509,192.168.243.61,200.8.7.61,60,,"{""protocol"": ""UDP"", ""port"": 8080, ""bytes_transferred"": 317906}",2025-12-06,21
EVT-000336,2025-12-10T12:56:36.982152,suspicious_activity,high,database_audit,alerted,user_5798,192.168.236.59,99.127.198.38,72,investigating,"{""protocol"": ""HTTPS"", ""port"": 1433, ""bytes_transferred"": 806182}",2025-12-10,12
EVT-000337,2025-12-08T20:29:14.982152,firewall_block,high,endpoint_protection,logged,user_1351,130.192.11.200,165.0.30.201,70,investigating,"{""protocol"": ""HTTPS"", ""port"": 443, ""bytes_transferred"": 628489}",2025-12-08,20
EVT-000338,2025-12-08T02:50:44.982152,ids_alert,info,authentication_server,logged,user_6370,192.168.13.38,7.239.220.27,7,open,"{""protocol"": ""ICMP"", ""port"": 1433, ""bytes_transferred"": 545087}",2025-12-08,2
EVT-000339,2025-12-12T02:14:56.982152,suspicious_activity,info,database_audit,allowed,gharris@example.com,192.168.255.27,192.166.44.63,1,investigating,"{""protocol"": ""HTTP"", ""port"": 1433, ""bytes_transferred"": 160104}",2025-12-12,2
EVT-000340,2025-12-08T05:38:44.982152,privilege_escalation,high,database_audit,logged,user_5308,192.168.209.128,6.67.217.112,78,open,"{""protocol"": ""TCP"", ""port"": 8080, ""bytes_transferred"": 272863}",2025-12-08,5
EVT-000341,2025-12-10T12:42:23.982152,suspicious_activity,high,firewall,blocked,user_9896,29.19.71.197,132.86.0.201,84,false_positive,"{""protocol"": ""UDP"", ""port"": 80, ""bytes_transferred"": 602011}",2025-12-10,12
EVT-000342,2025-12-12T13:54:02.982152,malware_detected,high,database_audit,alerted,user_3434,192.168.204.56,206.182.54.88,87,investigating,"{""protocol"": ""UDP"", ""port"": 8080, ""bytes_transferred"": 628154}",2025-12-12,13
EVT-000343,2025-12-12T09:01:24.982152,privilege_escalation,medium,web_gateway,blocked,user_1575,192.168.229.101,168.57.32.212,66,investigating,"{""protocol"": ""HTTP"", ""port"": 3389, ""bytes_transferred"": 414318}",2025-12-12,9
EVT-000344,2025-12-07T02:03:55.982152,login_attempt,high,endpoint_protection,quarantined,user_7290,194.158.187.44,197.146.200.167,77,open,"{""protocol"": ""UDP"", ""port"": 443, ""bytes_transferred"": 121026}",2025-12-07,2
EVT-000345,2025-12-10T03:01:06.982152,data_exfiltration_attempt,critical,endpoint_protection,quarantined,user_6440,192.168.110.205,193.32.33.137,100,resolved,"{""protocol"": ""UDP"", ""port"": 8080, ""bytes_transferred"": 785854}",2025-12-10,3
EVT-000346,2025-12-10T12:41:05.982152,data_exfiltration_attempt,high,ids,quarantined,user_8543,192.168.154.76,121.9.147.100,85,investigating,"{""protocol"": ""ICMP"", ""port"": 80, ""bytes_transferred"": 369659}",2025-12-10,12
EVT-000347,2025-12-06T09:28:53.982152,data_exfiltration_attempt,medium,ids,alerted,user_4880,192.168.212.187,,52,investigating,"{""protocol"": ""TCP"", ""port"": 443, ""bytes_transferred"": 62463}",2025-12-06,9
EVT-000348,2025-12-11T01:48:56.982152,malware_detected,critical,web_gateway,quarantined,user_2726,135.99.221.119,216.112.175.86,97,open,"{""protocol"": ""HTTP"", ""port"": 3389, ""bytes_transferred"": 329911}",2025-12-11,1
EVT-000349,2025-12-06T06:11:26.982152,suspicious_activity,critical,firewall,quarantined,user_5994,192.168.68.40,207.97.60.191,90,open,"{""protocol"": ""UDP"", ""port"": 8080, ""bytes_transferred"": 798006}",2025-12-06,6
EVT-000350,2025-12-12T08:22:46.982152,suspicious_activity,low,email_gateway,alerted,user_7246,200.55.36.58,217.38.170.27,17,investigating,"{""protocol"": ""ICMP"", ""port"": 80, ""bytes_transferred"": 921000}",2025-12-12,8
EVT-000351,2025-12-11T13:27:38.982152,ids_alert,low,email_gateway,blocked,user_3322,182.222.66.130,192.252.30.231,23,open,"{""protocol"": ""TCP"", ""port"": 443, ""bytes_transferred"": 350485}",2025-12-11,13
EVT-000352,2025-12-07T00:19:26.982152,file_access,high,firewall,blocked,user_6516,98.252.107.126,96.101.173.176,70,open,"{""protocol"": ""HTTP"", ""port"": 8080, ""bytes_transferred"": 824298}",2025-12-07,0
EVT-000353,2025-12-10T06:21:54.982152,file_access,medium,authentication_server,logged,user_7530,173.11.149.33,194.44.78.43,40,open,"{""protocol"": ""UDP"", ""port"": 8080, ""bytes_transferred"": 821005}",2025-12-10,6
EVT-000354,2025-12-06T06:42:30.982152,login_attempt,medium,email_gateway,blocked,user_4282,192.168.48.41,,54,false_positive,"{""protocol"": ""HTTP"", ""port"": 443, ""bytes_transferred"": 777606}",2025-12-06,6
EVT-000355,2025-12-09T15:02:28.982152,privilege_escalation,info,dlp_system,alerted,user_9822,192.168.93.119,108.101.95.242,4,investigating,"{""protocol"": ""HTTP"", ""port"": 8080, ""bytes_transferred"": 563003}",2025-12-09,15
EVT-000356,2025-12-06T23:37:01.982152,network_connection,low,authentication_server,blocked,user_9433,184.91.6.107,210.195.0.68,18,investigating,"{""protocol"": ""ICMP"", ""port"": 8080, ""bytes_transferred"": 96818}",2025-12-06,23
EVT-000357,2025-12-06T08:38:59.982152,firewall_block,medium,authentication_server,quarantined,user_8550,192.168.157.51,22.177.184.68,66,resolved,"{""protocol"": ""TCP"", ""port"": 3389, ""bytes_transferred"": 692220}",2025-12-06,8
EVT-000358,2025-12-12T06:42:39.982152,vulnerability_scan,high,firewall,alerted,user_7003,192.168.153.209,116.14.119.231,86,investigating,"{""protocol"": ""HTTP"", ""port"": 1433, ""bytes_transferred"": 777877}",2025-12-12,6
EVT-000359,2025-12-08T03:35:40.982152,login_attempt,critical,endpoint_protection,quarantined,user_1506,192.168.38.110,,98,open,"{""protocol"": ""TCP"", ""port"": 443, ""bytes_transferred"": 459611}",2025-12-08,3
EVT-000360,2025-12-06T07:49:44.982152,data_exfiltration_attempt,info,ids,logged,user_5979,192.168.112.83,,0,investigating,"{""protocol"": ""HTTP"", ""port"": 80, ""bytes_transferred"": 602939}",2025-12-06,7
